CNA-SMN-CG-GMC-SMAA-CLIMATOLOGIA
BASE DE DATOS CLIMATOLOGICA
DATOS DISPONIBLES EN LA BASE DE DATOS A JULIO 2022

ESTACION  : 30012
NOMBRE    : ATZALAN
ESTADO    : VERACRUZ
MUNICIPIO : ATZALAN
SITUACION : OPERANDO
ORGANISMO : CONAGUA-SMN
CVE-OMM   : Nulo
LATITUD   : 019.789°
LONGITUD  : -97.246°
ALTITUD   : 1697 msnm

EMISIÓN   : 01/07/2022

            PRECIP  EVAP   TMAX   TMIN   
07/09/1932  0       Nulo   25     10     
08/09/1932  13.7    Nulo   25.5   11     
09/09/1932  8.7     Nulo   26     10.5   
10/09/1932  5       Nulo   22.5   12     
11/09/1932  0       Nulo   21     13     
12/09/1932  0       Nulo   21.5   12     
13/09/1932  18.7    Nulo   23     12.5   
14/09/1932  48.7    Nulo   22.5   11.5   
15/09/1932  21.2    Nulo   21     13     
16/09/1932  20      Nulo   22.5   11.5   
17/09/1932  0       Nulo   22     9      
18/09/1932  0       Nulo   21     12.5   
19/09/1932  0       Nulo   22     13.5   
20/09/1932  0       Nulo   25.5   12.5   
21/09/1932  0       Nulo   25.5   9.5    
22/09/1932  0       Nulo   23.5   14     
23/09/1932  7.5     Nulo   23     11     
24/09/1932  23.7    Nulo   21.5   14     
25/09/1932  9.3     Nulo   20     12     
26/09/1932  1.2     Nulo   20     14.5   
27/09/1932  0       Nulo   20.5   13     
28/09/1932  2.5     Nulo   23.5   12.5   
29/09/1932  0       Nulo   23     11     
30/09/1932  0       Nulo   22.5   13     
01/10/1932  0       Nulo   22     12.5   
02/10/1932  4.7     Nulo   22     12     
03/10/1932  20      Nulo   21.5   15     
04/10/1932  5.1     Nulo   23.5   14.5   
05/10/1932  0       Nulo   17     9      
06/10/1932  0       Nulo   8      5      
07/10/1932  0       Nulo   11.5   3      
08/10/1932  0       Nulo   14     9      
09/10/1932  0       Nulo   17.5   13     
10/10/1932  8.7     Nulo   20     11     
11/10/1932  126.2   Nulo   20     10.5   
12/10/1932  270     Nulo   17     12     
13/10/1932  25      Nulo   16.5   13     
14/10/1932  38.7    Nulo   17.5   13     
15/10/1932  3.5     Nulo   19.5   14.5   
16/10/1932  0       Nulo   19     14     
17/10/1932  0       Nulo   20.5   14.5   
18/10/1932  0       Nulo   22.5   14.5   
19/10/1932  0       Nulo   23.5   14.5   
20/10/1932  6.5     Nulo   23     14     
21/10/1932  21.2    Nulo   20.5   12.5   
22/10/1932  0       Nulo   17.5   11     
23/10/1932  0       Nulo   19.5   6.5    
24/10/1932  0       Nulo   20     8      
25/10/1932  12.5    Nulo   19     12.5   
26/10/1932  4.2     Nulo   25     12     
27/10/1932  0       Nulo   14     8      
28/10/1932  0       Nulo   14     8.5    
29/10/1932  0       Nulo   16     9.5    
30/10/1932  0       Nulo   20     11     
31/10/1932  11      Nulo   20     14.5   
01/11/1932  0       Nulo   20     14     
02/11/1932  18.5    Nulo   18.5   9.5    
03/11/1932  0       Nulo   18     9      
04/11/1932  0       Nulo   18.5   9      
05/11/1932  13.5    Nulo   19     10     
06/11/1932  0       Nulo   18     10     
07/11/1932  0       Nulo   17.5   9      
08/11/1932  32.5    Nulo   22     8.5    
09/11/1932  0       Nulo   19.5   8      
10/11/1932  0       Nulo   18     10     
11/11/1932  18.5    Nulo   23.5   11.5   
12/11/1932  7.2     Nulo   20.5   8.5    
13/11/1932  4.7     Nulo   12     8      
14/11/1932  0       Nulo   12     5      
15/11/1932  6       Nulo   16     8      
16/11/1932  1.7     Nulo   19     8.5    
17/11/1932  1.5     Nulo   16     7.5    
18/11/1932  1.2     Nulo   21     10     
19/11/1932  0       Nulo   11.5   5      
20/11/1932  0       Nulo   12.5   4.5    
21/11/1932  0       Nulo   10     6      
22/11/1932  0       Nulo   17.5   2      
23/11/1932  0       Nulo   15     6.5    
24/11/1932  5.7     Nulo   18     6.5    
25/11/1932  0       Nulo   10.5   4      
26/11/1932  0       Nulo   14.5   2      
27/11/1932  0       Nulo   13     0      
28/11/1932  1.2     Nulo   12     5      
29/11/1932  3       Nulo   11     5      
30/11/1932  6.7     Nulo   11.5   3.5    
01/01/1933  0       Nulo   5.5    0      
02/01/1933  0       Nulo   11     1      
03/01/1933  0       Nulo   18     4.5    
04/01/1933  0       Nulo   18.5   5      
05/01/1933  0       Nulo   16     5.5    
06/01/1933  0       Nulo   14     9      
07/01/1933  0       Nulo   16     8      
08/01/1933  1.7     Nulo   20     7.5    
09/01/1933  16.7    Nulo   15     11     
10/01/1933  0       Nulo   12.5   9.5    
11/01/1933  0       Nulo   15     9.5    
12/01/1933  4.5     Nulo   19     8      
13/01/1933  1.5     Nulo   18.5   6.5    
14/01/1933  0       Nulo   18.5   6      
15/01/1933  0       Nulo   14.5   6      
16/01/1933  0       Nulo   15.5   9      
17/01/1933  0       Nulo   22     8      
18/01/1933  0       Nulo   19.5   7.5    
19/01/1933  0       Nulo   23     9.5    
20/01/1933  0       Nulo   22.5   6.5    
21/01/1933  0       Nulo   18     8      
22/01/1933  0       Nulo   20     11     
23/01/1933  0       Nulo   23     10     
24/01/1933  0       Nulo   23     11     
25/01/1933  0       Nulo   24.5   10     
26/01/1933  0       Nulo   19.5   9.5    
27/01/1933  0       Nulo   24     7.5    
28/01/1933  0       Nulo   17     8      
29/01/1933  0       Nulo   19     10     
30/01/1933  0       Nulo   18     9.5    
31/01/1933  0       Nulo   19.5   11     
01/02/1933  0       Nulo   19     9      
02/02/1933  0       Nulo   20     11     
03/02/1933  0       Nulo   19.5   10.5   
04/02/1933  9.3     Nulo   25     12     
05/02/1933  2.7     Nulo   16     11     
06/02/1933  0       Nulo   11.5   7.5    
07/02/1933  0       Nulo   20     10     
08/02/1933  12.5    Nulo   24.5   10.5   
09/02/1933  0       Nulo   12.5   1      
10/02/1933  0       Nulo   15     5      
11/02/1933  0       Nulo   22     6.5    
12/02/1933  0       Nulo   14     7      
13/02/1933  0       Nulo   19     10     
14/02/1933  0       Nulo   23.5   11.5   
15/02/1933  4       Nulo   23     6.5    
16/02/1933  0       Nulo   15     8.5    
17/02/1933  0       Nulo   16     9.5    
18/02/1933  0       Nulo   24     11     
19/02/1933  0       Nulo   22     12     
20/02/1933  14.7    Nulo   26     8.5    
21/02/1933  0       Nulo   18     8      
22/02/1933  0       Nulo   13.5   5.5    
23/02/1933  0       Nulo   16     6.5    
24/02/1933  0       Nulo   15     6      
25/02/1933  0       Nulo   19     9      
26/02/1933  0       Nulo   22     6      
27/02/1933  5.5     Nulo   19     6.5    
28/02/1933  0       Nulo   22     9      
01/03/1933  0       Nulo   12     3.5    
02/03/1933  0       Nulo   13     3      
03/03/1933  5.2     Nulo   15     6      
04/03/1933  1.2     Nulo   14     9.5    
05/03/1933  0       Nulo   16     9      
06/03/1933  0       Nulo   23     11     
07/03/1933  0       Nulo   16     7      
08/03/1933  0       Nulo   22     11     
09/03/1933  0       Nulo   23     11.5   
10/03/1933  0       Nulo   24.5   10.5   
11/03/1933  0       Nulo   22.5   8.5    
12/03/1933  0       Nulo   20     9.5    
13/03/1933  0       Nulo   21     9.5    
14/03/1933  22.5    Nulo   16.5   11     
15/03/1933  17.2    Nulo   29     12.5   
16/03/1933  0       Nulo   16     10     
17/03/1933  0       Nulo   20     11     
18/03/1933  0       Nulo   24     12.5   
19/03/1933  0       Nulo   26.5   13     
20/03/1933  5       Nulo   27.5   9      
21/03/1933  0       Nulo   11     6      
22/03/1933  0       Nulo   16     8.5    
23/03/1933  0       Nulo   19     8      
24/03/1933  0       Nulo   23     8.5    
25/03/1933  0       Nulo   25.5   9.5    
26/03/1933  0       Nulo   23     9      
27/03/1933  0       Nulo   22     7      
28/03/1933  0       Nulo   23     9.5    
29/03/1933  0       Nulo   22.5   11     
30/03/1933  0       Nulo   24     14.5   
31/03/1933  6.5     Nulo   28.5   15     
01/04/1933  0       Nulo   26.5   10     
02/04/1933  11.2    Nulo   23.5   11.5   
03/04/1933  1.5     Nulo   24     13     
04/04/1933  0       Nulo   24     11     
05/04/1933  0       Nulo   26     14     
06/04/1933  15      Nulo   29     11.5   
07/04/1933  0       Nulo   20     11.5   
08/04/1933  0       Nulo   20     11     
09/04/1933  0       Nulo   28     13.5   
10/04/1933  0       Nulo   30.5   16.5   
11/04/1933  0       Nulo   31.5   14.5   
12/04/1933  0       Nulo   31     11     
13/04/1933  0       Nulo   22     13     
14/04/1933  11.2    Nulo   29.5   16     
15/04/1933  0       Nulo   29     6.5    
16/04/1933  0       Nulo   18     6.5    
17/04/1933  0       Nulo   21     11.5   
18/04/1933  0       Nulo   26.5   11.5   
19/04/1933  0       Nulo   28.5   13     
20/04/1933  0       Nulo   29.5   14.5   
21/04/1933  0       Nulo   31.5   12.5   
22/04/1933  0       Nulo   29     11     
23/04/1933  0       Nulo   27     11     
24/04/1933  0       Nulo   24     10     
25/04/1933  0       Nulo   25     11.5   
26/04/1933  0       Nulo   26.5   11.5   
27/04/1933  0       Nulo   27     12.5   
28/04/1933  0       Nulo   27.2   15     
29/04/1933  0       Nulo   29.5   16.5   
30/04/1933  0       Nulo   32     17     
01/05/1933  0       Nulo   32.5   17.5   
02/05/1933  0       Nulo   33     16     
03/05/1933  0       Nulo   33.5   17     
04/05/1933  0       Nulo   36     20     
05/05/1933  0       Nulo   35.5   17     
06/05/1933  0       Nulo   29.5   14     
07/05/1933  0       Nulo   32     14     
08/05/1933  0       Nulo   32     15.5   
09/05/1933  0       Nulo   31     19     
10/05/1933  0       Nulo   34     19     
11/05/1933  0       Nulo   33     18     
12/05/1933  0       Nulo   32     14.5   
13/05/1933  0       Nulo   32     13     
14/05/1933  0       Nulo   28     11     
15/05/1933  0       Nulo   26.5   12.5   
16/05/1933  0       Nulo   25     11.5   
17/05/1933  0       Nulo   24.5   10.5   
18/05/1933  0       Nulo   26     9      
19/05/1933  0       Nulo   25.5   9.5    
20/05/1933  0       Nulo   24.5   13     
21/05/1933  0       Nulo   22.5   10     
22/05/1933  1.2     Nulo   25     10.5   
23/05/1933  0       Nulo   25     12.5   
24/05/1933  0       Nulo   27     13.5   
25/05/1933  26      Nulo   25.5   13     
26/05/1933  0       Nulo   27     11.5   
27/05/1933  0       Nulo   26.5   13     
28/05/1933  0       Nulo   24.5   13     
29/05/1933  27.2    Nulo   25     13.5   
30/05/1933  0       Nulo   25     14     
31/05/1933  0       Nulo   23.5   15     
01/06/1933  0       Nulo   23     10.5   
02/06/1933  0       Nulo   24.5   10     
03/06/1933  0       Nulo   24     6.5    
04/06/1933  0       Nulo   24.5   7      
05/06/1933  0       Nulo   25     7.5    
06/06/1933  0       Nulo   23.5   6      
07/06/1933  0       Nulo   25     9      
08/06/1933  0       Nulo   24.5   7      
09/06/1933  0       Nulo   22.5   10     
10/06/1933  0       Nulo   23     10     
11/06/1933  0       Nulo   22     11     
12/06/1933  3       Nulo   24     10.5   
13/06/1933  8.7     Nulo   22.5   14     
14/06/1933  21      Nulo   20     12     
15/06/1933  18.7    Nulo   19.5   14     
16/06/1933  20      Nulo   20     13.5   
17/06/1933  0       Nulo   18     13     
18/06/1933  62.5    Nulo   18.5   11.5   
19/06/1933  35      Nulo   19     12.5   
20/06/1933  6       Nulo   19.5   13.5   
21/06/1933  0       Nulo   20     13     
22/06/1933  0       Nulo   22     9.5    
23/06/1933  0       Nulo   23     10     
24/06/1933  0       Nulo   26     12     
25/06/1933  0       Nulo   27     11     
26/06/1933  0       Nulo   26     12     
27/06/1933  0       Nulo   25     12.5   
28/06/1933  0       Nulo   24.5   13     
29/06/1933  0       Nulo   25     12.5   
30/06/1933  0       Nulo   24     12.5   
01/07/1933  0       Nulo   24.5   12     
02/07/1933  20      Nulo   25     12     
03/07/1933  1.5     Nulo   24.5   10     
04/07/1933  0       Nulo   23     12     
05/07/1933  0       Nulo   25     12     
06/07/1933  0       Nulo   26     13.5   
07/07/1933  12.2    Nulo   26.5   17     
08/07/1933  6.2     Nulo   24.5   13     
09/07/1933  13.7    Nulo   22     14     
10/07/1933  4.2     Nulo   21.5   13.5   
11/07/1933  0       Nulo   22.5   13     
12/07/1933  0       Nulo   23     11.5   
13/07/1933  10      Nulo   25     11     
14/07/1933  1.2     Nulo   25.5   12     
15/07/1933  10.5    Nulo   26     11.5   
16/07/1933  0       Nulo   25.5   11     
17/07/1933  0       Nulo   25     9.5    
18/07/1933  2       Nulo   23.5   9      
19/07/1933  0       Nulo   24     10.5   
20/07/1933  0       Nulo   25     10     
21/07/1933  0       Nulo   24.5   11     
22/07/1933  22.5    Nulo   24     12.5   
23/07/1933  0       Nulo   25     12     
24/07/1933  1.2     Nulo   24.5   9.5    
25/07/1933  0       Nulo   23     10.5   
26/07/1933  1.5     Nulo   24     13.5   
27/07/1933  0       Nulo   23.5   13     
28/07/1933  21.7    Nulo   24.5   14     
29/07/1933  0       Nulo   23.5   15     
30/07/1933  0       Nulo   21.5   13     
31/07/1933  0       Nulo   25     13.5   
01/08/1933  0       Nulo   25     12     
02/08/1933  0       Nulo   23.5   12.5   
03/08/1933  0       Nulo   24.5   10.5   
04/08/1933  0       Nulo   25     10     
05/08/1933  0       Nulo   26     15.5   
06/08/1933  12      Nulo   28.5   13.5   
07/08/1933  18.7    Nulo   24     13     
08/08/1933  75      Nulo   19.5   13.2   
09/08/1933  31      Nulo   19     12.5   
10/08/1933  32.5    Nulo   18.5   14     
11/08/1933  3.2     Nulo   21     15     
12/08/1933  2.5     Nulo   23     13.5   
13/08/1933  26      Nulo   22     12     
14/08/1933  21.2    Nulo   23     13     
15/08/1933  1.5     Nulo   21     14     
16/08/1933  0       Nulo   22     13     
17/08/1933  10      Nulo   21     14     
18/08/1933  21.7    Nulo   22.5   15     
19/08/1933  10      Nulo   21     14     
20/08/1933  3.7     Nulo   22.5   14     
21/08/1933  1.5     Nulo   23     13.5   
22/08/1933  1.2     Nulo   24     14     
23/08/1933  13      Nulo   22.5   12     
24/08/1933  0       Nulo   22     12     
25/08/1933  0       Nulo   23.5   10.5   
26/08/1933  42.5    Nulo   23     11.5   
27/08/1933  18.7    Nulo   21.5   14.5   
28/08/1933  65      Nulo   21.5   14     
29/08/1933  21.2    Nulo   21     15     
30/08/1933  15.7    Nulo   21     15.5   
31/08/1933  8       Nulo   21.5   13     
01/09/1933  1.5     Nulo   22     11.5   
02/09/1933  25.5    Nulo   23     12     
03/09/1933  0       Nulo   22.5   12     
04/09/1933  0       Nulo   23     11.5   
05/09/1933  0       Nulo   24     15.5   
06/09/1933  0       Nulo   27     16.5   
07/09/1933  0       Nulo   25     12.5   
08/09/1933  1.7     Nulo   24.5   12     
09/09/1933  17.7    Nulo   21     15     
10/09/1933  18.7    Nulo   21     14     
11/09/1933  5       Nulo   22.5   13.5   
12/09/1933  6.5     Nulo   21.5   14     
13/09/1933  62.5    Nulo   22     11     
14/09/1933  66.2    Nulo   23     14.5   
15/09/1933  0       Nulo   19     15     
16/09/1933  31.5    Nulo   28     14.5   
17/09/1933  32      Nulo   24     14.5   
18/09/1933  18.7    Nulo   22.5   12.8   
19/09/1933  59.2    Nulo   22     10.5   
20/09/1933  30      Nulo   21     14     
21/09/1933  5.5     Nulo   18     15     
22/09/1933  0       Nulo   18     10     
23/09/1933  0       Nulo   22.5   12     
24/09/1933  0       Nulo   21.5   14     
25/09/1933  11.7    Nulo   22     15.8   
26/09/1933  2.8     Nulo   25     15     
27/09/1933  10      Nulo   21     15     
28/09/1933  12.5    Nulo   24     14     
29/09/1933  33.2    Nulo   19     12     
30/09/1933  68.7    Nulo   19.5   12     
01/10/1933  50      Nulo   20     13.5   
02/10/1933  177.5   Nulo   20     12     
03/10/1933  68      Nulo   17.5   14     
04/10/1933  21.2    Nulo   17     13     
05/10/1933  7       Nulo   16     12.5   
06/10/1933  0       Nulo   17     9.5    
07/10/1933  0       Nulo   19     10     
08/10/1933  0       Nulo   20     10     
09/10/1933  25      Nulo   22     12.5   
10/10/1933  6.2     Nulo   20     10.5   
11/10/1933  0       Nulo   19.5   10     
12/10/1933  0       Nulo   19.5   11.5   
13/10/1933  0       Nulo   20.5   9.5    
14/10/1933  0       Nulo   19.5   7.5    
15/10/1933  0       Nulo   20     10     
16/10/1933  1.5     Nulo   23     12     
17/10/1933  2.8     Nulo   21.5   11.5   
18/10/1933  3.5     Nulo   20     11.2   
19/10/1933  7       Nulo   19     9.5    
20/10/1933  3.5     Nulo   19.5   10.8   
21/10/1933  0       Nulo   18.5   10.5   
22/10/1933  13.1    Nulo   19.5   9.5    
23/10/1933  31.7    Nulo   20.5   13     
24/10/1933  0       Nulo   17.5   11     
25/10/1933  0       Nulo   18     5.5    
26/10/1933  0       Nulo   18     6.5    
27/10/1933  0       Nulo   19     9.2    
28/10/1933  0       Nulo   21     7.5    
29/10/1933  0       Nulo   20     9.5    
30/10/1933  0       Nulo   21     10     
31/10/1933  0       Nulo   20     8.5    
01/11/1933  0       Nulo   20.5   8      
02/11/1933  0       Nulo   22.8   12.5   
03/11/1933  9.3     Nulo   23.5   10.5   
04/11/1933  0       Nulo   20     12     
05/11/1933  4.3     Nulo   19.2   10.5   
06/11/1933  0       Nulo   18.5   8.2    
07/11/1933  1.5     Nulo   19.5   7.5    
08/11/1933  6       Nulo   19.5   9      
09/11/1933  18      Nulo   19     7      
10/11/1933  21.2    Nulo   17     10.2   
11/11/1933  0       Nulo   17     11.5   
12/11/1933  2.5     Nulo   18     8      
13/11/1933  32      Nulo   17.5   7.5    
14/11/1933  3.2     Nulo   17     9      
15/11/1933  0       Nulo   16.5   6      
16/11/1933  0       Nulo   16     2      
17/11/1933  0       Nulo   15     5      
18/11/1933  0       Nulo   15     6      
19/11/1933  0       Nulo   16.5   9.5    
20/11/1933  0       Nulo   17.5   10     
21/11/1933  0       Nulo   18.5   9.5    
22/11/1933  55      Nulo   22     8.5    
23/11/1933  15      Nulo   18.5   11     
24/11/1933  7.5     Nulo   15.5   8      
25/11/1933  0       Nulo   16     3.5    
26/11/1933  0       Nulo   14.5   3      
27/11/1933  0       Nulo   14     3.8    
28/11/1933  0       Nulo   14.5   5.2    
29/11/1933  0       Nulo   19     8      
30/11/1933  0       Nulo   19.5   6.2    
01/12/1933  0       Nulo   18     12     
02/12/1933  0       Nulo   17.5   8.5    
03/12/1933  0       Nulo   20     8      
04/12/1933  0       Nulo   19     9      
05/12/1933  16.2    Nulo   20     11     
06/12/1933  2       Nulo   22     10     
07/12/1933  0       Nulo   12     2.5    
08/12/1933  0       Nulo   12     6      
09/12/1933  20      Nulo   20     4.5    
10/12/1933  0       Nulo   15     6.5    
11/12/1933  0       Nulo   15.5   3      
12/12/1933  0       Nulo   17     4      
13/12/1933  0       Nulo   18     3.8    
14/12/1933  0       Nulo   17     4.2    
15/12/1933  0       Nulo   20     4      
16/12/1933  0       Nulo   21     6      
17/12/1933  2.1     Nulo   20.5   8      
18/12/1933  0       Nulo   21     5      
19/12/1933  0       Nulo   9      4.2    
20/12/1933  0       Nulo   12     5      
21/12/1933  0       Nulo   15     8      
22/12/1933  0       Nulo   17     4.5    
23/12/1933  0       Nulo   16.5   4      
24/12/1933  0       Nulo   17     7      
25/12/1933  0       Nulo   20     4      
26/12/1933  0       Nulo   17     5      
27/12/1933  0       Nulo   17.5   7      
28/12/1933  0       Nulo   16.5   8.2    
29/12/1933  0       Nulo   17     6      
30/12/1933  0       Nulo   16     5      
31/12/1933  0       Nulo   19.5   6      
01/01/1934  0       Nulo   17     5.5    
02/01/1934  0       Nulo   18     4.5    
03/01/1934  0       Nulo   19     9      
04/01/1934  0       Nulo   22.5   6      
05/01/1934  0       Nulo   22     7      
06/01/1934  40      Nulo   21     10     
07/01/1934  20.5    Nulo   10     8      
08/01/1934  6.2     Nulo   7.5    4.5    
09/01/1934  1.5     Nulo   9      4      
10/01/1934  0       Nulo   14     5.2    
11/01/1934  0       Nulo   20     6.2    
12/01/1934  0       Nulo   16     6.5    
13/01/1934  0       Nulo   16.5   6      
14/01/1934  3.8     Nulo   14     9      
15/01/1934  0       Nulo   16.5   7.5    
16/01/1934  2.5     Nulo   15     8      
17/01/1934  0       Nulo   15     8      
18/01/1934  2       Nulo   16     8.5    
19/01/1934  3.8     Nulo   15     8      
20/01/1934  6.8     Nulo   14.5   8      
21/01/1934  0       Nulo   17     7.5    
22/01/1934  0       Nulo   18.5   8      
23/01/1934  0       Nulo   15.5   8.5    
24/01/1934  0       Nulo   16     8      
25/01/1934  0       Nulo   21     8.5    
26/01/1934  0       Nulo   18     10     
27/01/1934  0       Nulo   17     7      
28/01/1934  0       Nulo   18     5      
29/01/1934  3.8     Nulo   18     7.5    
30/01/1934  0       Nulo   16     11.5   
31/01/1934  0       Nulo   23.5   9      
01/02/1934  4.5     Nulo   13     11     
02/02/1934  0       Nulo   11     7      
03/02/1934  0       Nulo   12     7.2    
04/02/1934  3.5     Nulo   13     9      
05/02/1934  18.2    Nulo   15     10     
06/02/1934  0       Nulo   15     8      
07/02/1934  0       Nulo   18     5.5    
08/02/1934  0       Nulo   15     6      
09/02/1934  0       Nulo   15     7.2    
10/02/1934  0       Nulo   17     7      
11/02/1934  0       Nulo   20     8      
12/02/1934  15      Nulo   11     8      
13/02/1934  0       Nulo   12     5.8    
14/02/1934  0       Nulo   16.8   6      
15/02/1934  0       Nulo   22     8.2    
16/02/1934  0       Nulo   18     5      
17/02/1934  0       Nulo   19.5   7.5    
18/02/1934  21      Nulo   23     9      
19/02/1934  2.8     Nulo   10.5   8      
20/02/1934  0       Nulo   21     6      
21/02/1934  0       Nulo   23     11     
22/02/1934  0       Nulo   21     8      
23/02/1934  0       Nulo   19.5   6.5    
24/02/1934  0       Nulo   25     8.5    
25/02/1934  3.5     Nulo   27.5   12.5   
26/02/1934  2       Nulo   16     10     
27/02/1934  0       Nulo   13     8      
28/02/1934  1.8     Nulo   15     3.5    
01/03/1934  0       Nulo   22     4.5    
02/03/1934  3.5     Nulo   22     12     
03/03/1934  0       Nulo   22.5   11.5   
04/03/1934  0       Nulo   22     10.5   
05/03/1934  0       Nulo   23.5   10     
06/03/1934  0       Nulo   21     8      
07/03/1934  0       Nulo   20     6.5    
08/03/1934  24.2    Nulo   20     8.5    
09/03/1934  3.7     Nulo   11     6      
10/03/1934  2.8     Nulo   6      4      
11/03/1934  0       Nulo   13     2      
12/03/1934  0       Nulo   14     1.5    
13/03/1934  0       Nulo   17     1      
14/03/1934  10      Nulo   17.5   1.5    
15/03/1934  0       Nulo   18     4      
16/03/1934  0       Nulo   19     4.5    
17/03/1934  0       Nulo   19     7.5    
18/03/1934  0       Nulo   20     10     
19/03/1934  0       Nulo   15     2      
20/03/1934  0       Nulo   20     5      
21/03/1934  0       Nulo   19     10     
22/03/1934  0       Nulo   22     7      
23/03/1934  0       Nulo   24     11.5   
24/03/1934  0       Nulo   25     14     
25/03/1934  0       Nulo   19     10     
26/03/1934  12.5    Nulo   18.5   9      
27/03/1934  7.5     Nulo   8.5    7      
28/03/1934  1.2     Nulo   7.5    5      
29/03/1934  0       Nulo   7      6      
30/03/1934  0       Nulo   12.5   5      
31/03/1934  0       Nulo   18     4      
01/04/1934  0       Nulo   25     8      
02/04/1934  0       Nulo   24     11     
03/04/1934  3.7     Nulo   25.5   10     
04/04/1934  2.5     Nulo   24.5   12.5   
05/04/1934  0       Nulo   27     13     
06/04/1934  0       Nulo   25.5   12     
07/04/1934  0       Nulo   26     11.5   
08/04/1934  0       Nulo   23.5   12.5   
09/04/1934  0       Nulo   25     12     
10/04/1934  0       Nulo   26.2   10.5   
11/04/1934  0       Nulo   27.5   13     
12/04/1934  6.2     Nulo   24     13.5   
13/04/1934  0       Nulo   18.5   8      
14/04/1934  0       Nulo   31     11     
15/04/1934  0       Nulo   30.2   15     
16/04/1934  0       Nulo   31.5   15.5   
17/04/1934  0       Nulo   31     15     
18/04/1934  0       Nulo   29.5   15.5   
19/04/1934  10.1    Nulo   25     11.2   
20/04/1934  35.5    Nulo   19     13     
21/04/1934  10      Nulo   18     11     
22/04/1934  0       Nulo   21     11.5   
23/04/1934  15      Nulo   21.5   10.5   
24/04/1934  0       Nulo   19     9.5    
25/04/1934  10.5    Nulo   19     8      
26/04/1934  0       Nulo   20     8.5    
27/04/1934  0       Nulo   23     9      
28/04/1934  15      Nulo   20     12     
29/04/1934  2.5     Nulo   18     12     
30/04/1934  0       Nulo   20.8   11.5   
01/05/1934  0       Nulo   20.5   9.5    
02/05/1934  0       Nulo   23.8   13     
03/05/1934  0       Nulo   26.5   14     
04/05/1934  0       Nulo   23     12.5   
05/05/1934  0       Nulo   24     11     
06/05/1934  0       Nulo   25     10     
07/05/1934  0       Nulo   25     9.5    
08/05/1934  17.5    Nulo   24.5   11     
09/05/1934  2.5     Nulo   22     11.5   
10/05/1934  0       Nulo   22.5   10.5   
11/05/1934  0       Nulo   19.5   9.5    
12/05/1934  7       Nulo   20.5   10     
13/05/1934  0       Nulo   23     11.5   
14/05/1934  3.5     Nulo   22.5   12.5   
15/05/1934  1.5     Nulo   22.8   13     
16/05/1934  10.2    Nulo   17     13     
17/05/1934  2.8     Nulo   21     11     
18/05/1934  5       Nulo   23.8   10     
19/05/1934  0       Nulo   24     12.2   
20/05/1934  0       Nulo   23.5   11.5   
21/05/1934  0       Nulo   25     10     
22/05/1934  0       Nulo   26     13     
23/05/1934  0       Nulo   23.5   13     
24/05/1934  0       Nulo   26     13.2   
25/05/1934  0       Nulo   25     12.5   
26/05/1934  16.5    Nulo   21.5   11.5   
27/05/1934  15      Nulo   20     10.5   
28/05/1934  0       Nulo   21.5   9.5    
29/05/1934  0       Nulo   22.5   7.5    
30/05/1934  0       Nulo   24.5   9.5    
31/05/1934  0       Nulo   Nulo   10.5   
01/06/1934  0       Nulo   25     11.5   
02/06/1934  0       Nulo   24.5   10.5   
03/06/1934  0       Nulo   23.5   10.5   
04/06/1934  0       Nulo   24.5   13     
05/06/1934  3.2     Nulo   23     13.2   
06/06/1934  3.7     Nulo   23.5   13     
07/06/1934  6.8     Nulo   24     13     
08/06/1934  15      Nulo   22.5   10     
09/06/1934  0       Nulo   24     9.5    
10/06/1934  40      Nulo   23.5   10     
11/06/1934  22.2    Nulo   22     14     
12/06/1934  0       Nulo   21     14.2   
13/06/1934  0       Nulo   23.8   10.5   
14/06/1934  0       Nulo   24     14.5   
15/06/1934  0       Nulo   25.2   13     
16/06/1934  0       Nulo   27     14.8   
17/06/1934  0       Nulo   28     14.8   
18/06/1934  3.8     Nulo   27.5   11.5   
19/06/1934  0       Nulo   25     10.5   
20/06/1934  0       Nulo   25.5   12.5   
21/06/1934  0       Nulo   24     12     
22/06/1934  0       Nulo   26.8   10.2   
23/06/1934  0       Nulo   25     12     
24/06/1934  0       Nulo   25.5   12.5   
25/06/1934  3.5     Nulo   24.8   11     
26/06/1934  2.8     Nulo   25     11.5   
27/06/1934  1.5     Nulo   24     13     
28/06/1934  0       Nulo   24     11.5   
29/06/1934  0       Nulo   23.5   10.5   
30/06/1934  0       Nulo   21.5   10     
01/07/1934  0       Nulo   21.8   10     
02/07/1934  0       Nulo   22.5   8.8    
03/07/1934  0       Nulo   23     12     
04/07/1934  0       Nulo   24     12.2   
05/07/1934  0       Nulo   21     10     
06/07/1934  29      Nulo   20     12     
07/07/1934  0       Nulo   18.5   9      
08/07/1934  12      Nulo   17     10     
09/07/1934  12.7    Nulo   15     9      
10/07/1934  14      Nulo   17     12     
11/07/1934  8.2     Nulo   19     13     
12/07/1934  0       Nulo   18     13.5   
13/07/1934  3.5     Nulo   18     13     
14/07/1934  4.5     Nulo   18.5   13     
15/07/1934  33.5    Nulo   20.5   10     
16/07/1934  11.5    Nulo   16.5   12     
17/07/1934  0       Nulo   15     11     
18/07/1934  0       Nulo   18.5   7      
19/07/1934  0       Nulo   20     9.5    
