CNA-SMN-CG-GMC-SMAA-CLIMATOLOGIA
BASE DE DATOS CLIMATOLOGICA
DATOS DISPONIBLES EN LA BASE DE DATOS A ENERO 2022

ESTACION  : 14202
NOMBRE    : MEDRANO
ESTADO    : JALISCO
MUNICIPIO : GUADALAJARA
SITUACION : OPERANDO
ORGANISMO : LERMA SANTIAGO PACÍFICO
CVE-OMM   : Nulo
LATITUD   : 020.666°
LONGITUD  : -103.321°
ALTITUD   : 1559 msnm

EMISIÓN   : 02/02/2022      	

		PRECIP	EVAP	TMAX	TMIN
  Fecha     	(MM)	(MM)	(°C)	(°C)
20/08/2014	0	1.3	25.2	16.3
21/08/2014	12.2	1.7	27.7	17.4
22/08/2014	0.3	1.9	26.7	17
23/08/2014	1.5	1.8	27.4	17.3
24/08/2014	37.1	2.7	26.8	15.8
25/08/2014	0	1.7	26.8	15.4
26/08/2014	0	2	28.7	17.3
27/08/2014	0	3.1	28.9	18.9
28/08/2014	0	2.3	29.7	19.5
29/08/2014	0	1.7	29.6	20.3
30/08/2014	0	1.7	27.8	18.1
31/08/2014	24.9	4.8	27.2	18.7
01/09/2014	3	1.5	28.1	16.6
02/09/2014	0	1.4	25.1	17.7
03/09/2014	0	1.3	25.2	17.6
04/09/2014	0	1.4	25.2	18.2
05/09/2014	48.2	1.1	26.3	17.3
06/09/2014	3.8	1	26.6	16.7
07/09/2014	6.6	1.5	27.3	15.8
08/09/2014	0.3	2.1	26.1	16.6
09/09/2014	0.5	1.5	27.2	17.4
10/09/2014	17	1.6	28.2	18.8
11/09/2014	2.3	1.6	27.7	16.3
12/09/2014	29.2	1.6	27	16.7
13/09/2014	0	1.6	22.2	17
14/09/2014	0	1.3	23.7	17.6
15/09/2014	0.8	1.7	27.1	17.9
16/09/2014	1.8	1.8	27.3	17.3
17/09/2014	1.3	1	25.9	18.7
18/09/2014	0.3	1.2	23.9	18.3
19/09/2014	0	1.8	25.3	16.8
20/09/2014	0	2.2	27.4	16.1
21/09/2014	0	1.9	27.3	16.6
22/09/2014	4.6	1.2	26.4	18.1
23/09/2014	9.1	0.9	26.1	17.7
24/09/2014	24.8	1.6	26.5	17.7
25/09/2014	0	1.6	26.9	16.8
26/09/2014	36.8	1	27.4	17.5
27/09/2014	0.5	1.4	27.5	17.1
28/09/2014	0	1.4	28.2	18.7
29/09/2014	67.6	1.8	27.4	18.6
30/09/2014	0.3	4.5	26.2	15.4
01/10/2014	1.8	1.2	27.3	16.8
02/10/2014	2	1.1	26.2	18.7
03/10/2014	7.1	0.8	26.3	17.2
04/10/2014	0.3	0.9	24.9	17.4
05/10/2014	20.6	0.9	25.6	17.8
06/10/2014	2.3	0.5	23.6	17.4
07/10/2014	0	1.6	27.5	17.9
08/10/2014	0	3.4	27.2	15.7
09/10/2014	0	2.7	27.7	15
10/10/2014	0	2.9	28.1	16.4
11/10/2014	0.3	2.9	27.9	18.5
12/10/2014	0	2.9	26.2	16.7
13/10/2014	0	1.6	27.7	17.7
14/10/2014	0	2.7	27.9	17.9
15/10/2014	0	3	27.8	15.8
16/10/2014	0	3.5	29.3	16.1
17/10/2014	0	3.5	28.9	17.2
18/10/2014	0	3.8	28.3	15.8
19/10/2014	11.1	2	26.9	16.9
20/10/2014	0	1.4	25.8	17.2
21/10/2014	0	2.1	26.9	17.9
22/10/2014	0	2.2	26.9	17.4
23/10/2014	0	2.8	28.3	17.6
24/10/2014	0	2.7	27.3	17.3
25/10/2014	0	3.1	26.6	16
26/10/2014	0	3.5	26.8	14.2
27/10/2014	0	2.8	27.6	14.6
28/10/2014	0	2.2	28.2	16.1
29/10/2014	0	3	28.1	16.5
30/10/2014	0	3	28.2	16.3
31/10/2014	0	4.9	25.9	14.3
01/11/2014	0	3	26	13.1
02/11/2014	0	2.5	24.6	12.8
03/11/2014	0	2.5	25.8	13.4
04/11/2014	8.3	2	24.4	15.1
05/11/2014	2.5	0.3	18.3	15.9
06/11/2014	0	1.5	24.7	14.2
07/11/2014	0	1.9	26.8	15.3
08/11/2014	0	2.3	25.5	17.6
09/11/2014	0	2.3	23.7	13.9
10/11/2014	11.9	0.8	21.9	14
11/11/2014	6.8	0.8	17.6	15.2
12/11/2014	0	0.8	23.8	14.4
13/11/2014	0	0.1	24.8	14.3
14/11/2014	0	2	25.9	13.5
15/11/2014	0	2.1	25.6	14.8
16/11/2014	0	2.6	25.8	14.2
17/11/2014	0	3.1	25.8	12.6
18/11/2014	0	3.3	24.3	12.9
19/11/2014	0	2.5	23.6	12.9
20/11/2014	0	2.6	25.8	14.2
21/11/2014	0	1.9	24.8	14.5
22/11/2014	0	1.7	24.3	14.8
23/11/2014	0	2.7	25.6	13.6
24/11/2014	0	2.2	24.6	13.6
25/11/2014	0	3.7	24	12.2
26/11/2014	0	4	24.9	7.3
27/11/2014	0	4.5	25.2	8.5
28/11/2014	0	3.6	22.4	7.1
29/11/2014	0	3.4	25	8.4
30/11/2014	0	4.4	27.1	10.8
01/12/2014	0	4.3	27.3	10.9
02/12/2014	0	3.3	26.1	11.5
03/12/2014	0	3.4	25.7	11.2
04/12/2014	0	3.5	26.3	12
05/12/2014	0	3.3	26.3	12.4
06/12/2014	0	3.6	26.3	13
07/12/2014	0	2.7	25.6	12.8
08/12/2014	0	2.9	24.9	12.9
09/12/2014	0	2.7	23.1	11.7
10/12/2014	0	2	21.6	12.7
11/12/2014	0	2	21.6	12.9
12/12/2014	0	2	23.1	13.6
13/12/2014	0.3	2.2	23	14.1
14/12/2014	0	1.7	23.7	14.7
15/12/2014	0	2.1	24.7	13.7
16/12/2014	0	2.4	25.4	12.7
17/12/2014	0	2.7	25.1	13.2
18/12/2014	0	3.5	25.9	14.2
19/12/2014	0	3.3	26.2	13.6
20/12/2014	0	3.9	26.3	13.9
21/12/2014	0	3.2	24.4	14.4
22/12/2014	0	2.9	23.8	11.3
23/12/2014	0	2.5	21.3	11.7
24/12/2014	0	3.9	21.6	8.9
25/12/2014	0	2	19.1	9.8
26/12/2014	0	2.2	22.7	10.2
27/12/2014	0	1.3	21.7	10.7
28/12/2014	0	1.8	22.3	13.7
29/12/2014	0	2.9	26.1	12
30/12/2014	0	2.9	27.1	12.6
31/12/2014	0	4.9	27	13.1
01/01/2015	0	2.7	24.9	13.6
02/01/2015	0	2.5	22.9	13.1
03/01/2015	0	2.3	22.9	13.2
04/01/2015	0	2.3	21.6	12.8
05/01/2015	0	2.4	18.2	12.2
06/01/2015	0	2.6	23.4	11.7
07/01/2015	0	2.7	25.2	11.9
08/01/2015	0	2.4	21.8	13.7
09/01/2015	0	2.7	23.2	12.1
10/01/2015	0	2.6	24	11.3
11/01/2015	0	2.6	24.3	11.2
12/01/2015	0	2.6	25	10.9
13/01/2015	0	3.1	24	11.2
14/01/2015	0	3.6	25.7	11.5
15/01/2015	0	3.7	25.7	12.2
16/01/2015	0	3.3	26	12.4
17/01/2015	0	3.3	25.3	12.8
18/01/2015	0	4	25.8	12.9
19/01/2015	0	3.8	26.2	13.6
20/01/2015	0	4.2	27.1	12.8
21/01/2015	0	3.5	25.8	13.4
22/01/2015	0	2.4	24.3	13.7
23/01/2015	0	3	25	13.1
24/01/2015	0	3.3	23.8	13.2
25/01/2015	0.3	1.7	21.9	13.4
26/01/2015	0.8	2	22.7	14.9
27/01/2015	0	4	28.1	14.5
28/01/2015	0	4.5	28.2	13.7
29/01/2015	0	4.9	28.5	13.8
30/01/2015	0	4.9	25.2	14.1
31/01/2015	0.5	4.9	23.4	14.2
01/02/2015	2	1.4	19.4	13.1
02/02/2015	3	1.2	19	13.1
03/02/2015	0	1.6	21.5	13
04/02/2015	0	2.9	23.4	9.3
05/02/2015	0	3.7	24.7	9.7
06/02/2015	0	3.3	24.6	11.2
07/02/2015	0	4.2	26.3	10.6
08/02/2015	0	4.1	28.1	10.7
09/02/2015	0	5	27	12.2
10/02/2015	0	4.4	26.3	12
11/02/2015	0	4.4	25.4	12.4
12/02/2015	13.4	4.4	24.1	13.3
13/02/2015	4.5	3.1	16.7	11.5
14/02/2015	0	1.1	17.9	11.5
15/02/2015	0	1.5	20.4	12.3
16/02/2015	0	2.1	22.9	12.7
17/02/2015	0	2.6	24.5	13.7
18/02/2015	0	4.2	28.7	12.3
19/02/2015	0	3.5	28.9	12.9
20/02/2015	0	4.1	27.3	14.8
21/02/2015	0	4.5	29.7	13.6
22/02/2015	0	4.5	29.2	14.4
23/02/2015	0	5.2	31.4	14.7
24/02/2015	0	3.8	29.4	16.5
25/02/2015	0	4.9	28.2	15.6
26/02/2015	0	4.5	27.6	14.3
27/02/2015	0	4.9	27.5	12.6
28/02/2015	0	5.7	28.2	12.6
01/03/2015	0	4.6	28.3	13.1
02/03/2015	0	4.7	29.4	14.4
03/03/2015	0	5	28.6	15.1
04/03/2015	0	4	26.6	14.8
05/03/2015	0	4.1	26.1	15.3
06/03/2015	0	3.8	28.8	15.8
07/03/2015	0	3.7	27.9	15.5
08/03/2015	0	3.7	27.6	15.6
09/03/2015	1.3	1.9	22.4	16.9
10/03/2015	12.4	0.8	17.9	11.4
11/03/2015	1	0.8	20.1	9.1
12/03/2015	0	0.8	22.7	8.3
13/03/2015	1	1.6	23.9	8.9
14/03/2015	3.8	0.8	16.4	13.3
15/03/2015	8.3	0.8	15.6	10.7
16/03/2015	50.7	0.3	16.9	11.5
17/03/2015	0	0.9	21.3	11.8
18/03/2015	0	2.6	24.1	11.5
19/03/2015	1.3	1.9	25.7	12.3
20/03/2015	0	1.8	24.3	14.8
21/03/2015	0	1.9	25.8	15.7
22/03/2015	0	3	27.1	15.3
23/03/2015	0	4.1	28.7	14.8
24/03/2015	0	4.5	28.6	15.2
25/03/2015	0	3.8	27.6	17.1
26/03/2015	0	4.7	28.7	14.9
27/03/2015	0	4.3	27.4	16.2
28/03/2015	0	4.1	27.8	16.2
29/03/2015	0	4.6	29.7	15.9
30/03/2015	0	4.6	29.1	16.4
31/03/2015	0	4.3	28.2	16.9
01/04/2015	0	4.7	29.3	15.9
02/04/2015	0	4.7	30.1	16.3
03/04/2015	0	4.5	29.7	17.6
04/04/2015	1	4.4	31.2	18.8
05/04/2015	0	4.1	30.2	17.3
06/04/2015	0	5.3	31.4	18.1
07/04/2015	0	5	31.8	17.9
08/04/2015	0	4.1	30.7	19.2
09/04/2015	0	4.2	31.3	18.4
10/04/2015	0	3.5	30.1	18.4
11/04/2015	0	3.5	28.4	19.3
12/04/2015	0	3.5	27.7	18.6
13/04/2015	0	3.2	26.1	17.4
14/04/2015	0	3.6	28.8	18
15/04/2015	0	3.6	28.7	17.2
16/04/2015	0	4	30.3	17.4
17/04/2015	0	4.3	29.8	18.1
18/04/2015	0	5.3	29.6	17.7
19/04/2015	0	4.1	28.7	17.3
20/04/2015	0	4.5	30.6	16.8
21/04/2015	0	4.6	31.1	17.8
22/04/2015	0	4.7	31.8	18.9
23/04/2015	0	3.9	30.6	19.3
24/04/2015	0	3.5	29.2	19.1
25/04/2015	0	4.1	29.7	19.6
26/04/2015	0	3.9	29.2	19.2
27/04/2015	0	3.4	28.9	19.1
28/04/2015	0	4.2	29.8	18.6
29/04/2015	0.3	2.2	24.1	17
30/04/2015	0	2.2	28.7	15.7
01/05/2015	0	4	28.9	17
02/05/2015	0	3.9	29.3	18.1
03/05/2015	0	5	29.4	16.3
04/05/2015	0	5.2	30.9	16.6
05/05/2015	0	5.2	32.3	17.8
06/05/2015	0	4.9	30.3	20.5
07/05/2015	0	4.6	32.4	19.1
08/05/2015	0	6.1	32.9	18.8
09/05/2015	0	6.1	33.8	20.1
10/05/2015	0	5.3	32.6	20.1
11/05/2015	0	5.3	32.7	19.9
12/05/2015	0.5	5.3	30.5	20.2
13/05/2015	0	5.4	29.3	18.2
14/05/2015	0	5	31.7	18.7
15/05/2015	0	5.1	30.7	19.5
16/05/2015	0	4.2	30.9	20.1
17/05/2015	0	4.8	32.1	18.6
18/05/2015	0	6.6	33.6	19.8
19/05/2015	0	3.7	31.8	20.7
20/05/2015	0	4.6	32.5	18.7
21/05/2015	0.3	4.1	31.9	20.1
22/05/2015	1.8	3.5	31.4	18.3
23/05/2015	0	3.1	30.9	18.7
24/05/2015	0	3.4	30.7	20.2
25/05/2015	0	4.4	31.4	19.4
26/05/2015	0	5.5	32.3	19.9
27/05/2015	2.8	3.6	32.2	20.2
28/05/2015	8.4	2.7	30.2	18.6
29/05/2015	50.8	1.9	28.3	16.7
30/05/2015	0.5	2.4	27.6	16.6
31/05/2015	0.5	3.4	27.6	17
01/06/2015	0	2.6	25.8	17.4
02/06/2015	0	3.1	30.8	18.7
03/06/2015	0	3.3	29.8	19.6
04/06/2015	0	3.4	30.7	18.6
05/06/2015	0	3	28.4	20.2
06/06/2015	0	3.1	28.8	20.6
07/06/2015	0	3.1	30.7	19.8
08/06/2015	0	3.3	29.6	20.7
09/06/2015	0	3.3	31.4	21.3
10/06/2015	0	3	30.6	20
11/06/2015	5.8	3	32.4	20.9
12/06/2015	2	3	30.4	18.3
13/06/2015	6.9	2	30	18.2
14/06/2015	0	2.3	31	19
15/06/2015	9.4	1.6	27.5	17.9
16/06/2015	0.3	2	25.3	17.1
17/06/2015	0	2.5	26.5	17.7
18/06/2015	53.6	4.2	29	20.1
19/06/2015	45.2	1	24.8	16.4
20/06/2015	1.3	0.6	24.2	16.8
21/06/2015	0	2.2	28.2	17.1
22/06/2015	8.9	2.4	29.6	19.1
23/06/2015	55.3	1.4	27.8	16.4
24/06/2015	0.3	1.7	26.8	16
25/06/2015	0.3	1.6	27.4	17.7
26/06/2015	5.3	2	29.2	18.1
27/06/2015	0	2	27.8	16.5
28/06/2015	37.8	1.1	27.2	17.8
29/06/2015	6.1	1.1	26.1	17.1
30/06/2015	0.3	5.7	28.6	17.8
01/07/2015	5.1	2.2	27.8	18.8
02/07/2015	0.3	2.1	28.2	17.1
03/07/2015	5.6	1	23.8	17.9
04/07/2015	5.6	0.9	22.8	17.8
05/07/2015	5.6	1.6	26.7	18.6
06/07/2015	30.2	1.1	27.7	18.9
07/07/2015	24.4	1.2	27.7	17.3
08/07/2015	21.8	0.9	24.2	16.6
09/07/2015	8.9	1.7	27.1	15.3
10/07/2015	2	1.8	26	14.6
11/07/2015	0	1.8	26.3	16.3
12/07/2015	17.3	1.8	27.4	17.4
13/07/2015	0	2.4	26.1	17.8
14/07/2015	0	2.5	26.3	17.3
15/07/2015	0	2.2	26.9	17.7
16/07/2015	21.9	2.3	28.3	17.8
17/07/2015	0.8	1.7	26.9	15.2
18/07/2015	21.6	2.2	27.8	17.1
19/07/2015	89.4	1.1	27.4	17.4
20/07/2015	44.7	1.3	25.9	15.9
21/07/2015	10.4	1.2	27	14.6
22/07/2015	0.3	1.2	27.1	15.9
23/07/2015	23.9	1.4	27.9	18.4
24/07/2015	0	2.5	26.4	16.4
25/07/2015	0	2.8	29.8	17
26/07/2015	27.4	2.1	29.3	18.9
27/07/2015	7.1	1.7	29.6	16.6
28/07/2015	0	2.3	29.9	17.4
29/07/2015	0	2.9	29.8	18.6
30/07/2015	17.3	2.9	28.8	20.3
31/07/2015	0	5.5	28.7	18.1
01/08/2015	0	3	29.3	19.3
02/08/2015	1.5	1.6	28.4	19.6
03/08/2015	0	1.9	28.1	17.9
04/08/2015	3	2	29.2	18.3
05/08/2015	1.3	2.4	29.7	17.7
06/08/2015	40.4	2.1	29	18.3
07/08/2015	2.3	1.8	28.3	15.9
08/08/2015	0.8	1.6	28.1	16.5
09/08/2015	0	2.1	27.7	18.3
10/08/2015	63.5	1.8	30.1	18.9
11/08/2015	0.3	1.8	27.7	16.3
12/08/2015	0	1.8	28.1	18.6
13/08/2015	0	2.4	27.2	18.7
14/08/2015	0	2.6	28.2	18.8
15/08/2015	0	3	29.5	18.8
16/08/2015	7.4	1	24.4	20.3
17/08/2015	19.1	1.4	27.3	17.5
18/08/2015	12.7	2.1	26.4	16.6
19/08/2015	0	1.7	27.8	18.1
20/08/2015	0	1.3	25.8	18.8
21/08/2015	0	2.2	29.3	19.2
22/08/2015	7.6	1.1	25	18.3
23/08/2015	9.1	0.7	26.1	17.6
24/08/2015	1.5	2.5	28.8	17.1
25/08/2015	0	2.2	28.3	17.2
26/08/2015	0.3	2.1	27.7	17.6
27/08/2015	0	2.8	28.5	17.7
28/08/2015	0	3.2	28.4	17.9
29/08/2015	0	3.9	29.4	18.7
30/08/2015	25.1	7.2	30.4	18.2
31/08/2015	9.9	5	26.3	16.8
01/09/2015	21.1	1	26.9	16.8
02/09/2015	0	1.3	26.8	17.1
03/09/2015	23.4	1.6	28.3	18.5
04/09/2015	0	1.3	26.8	16.4
05/09/2015	29.7	1.1	27.4	17.9
06/09/2015	0	1.8	28.1	17.7
07/09/2015	0	2	28.1	19.1
08/09/2015	0	1.7	28.7	19.3
09/09/2015	29.7	1.6	29.6	19.2
10/09/2015	2.8	1.1	27.1	15.3
11/09/2015	2.5	1.1	26	17.3
12/09/2015	0	1.1	27.2	17.5
13/09/2015	0.3	1.1	27.3	18.6
14/09/2015	35.8	1.3	27.2	17.7
15/09/2015	12.4	1.2	28.5	17.4
16/09/2015	4.8	0.9	26.8	16.8
17/09/2015	0	1.4	26.7	17.7
18/09/2015	0	1.8	28.1	19.2
19/09/2015	0	1.6	28.3	19.2
20/09/2015	2.5	1.6	28.4	19.7
21/09/2015	0	2.1	28.9	17.1
22/09/2015	0	2.7	28.6	18.4
23/09/2015	0	2.9	27.8	17.6
24/09/2015	0	2.1	28.4	17.8
25/09/2015	3	1.8	27.3	18.9
26/09/2015	0	2.4	26.8	16.9
27/09/2015	0	2.4	27.3	17
28/09/2015	0	2.6	27.8	17.8
29/09/2015	0	2.8	27.9	18.1
30/09/2015	0	2.8	27.8	17.5
01/10/2015	0	3.3	27.6	17.1
02/10/2015	0	3.9	28.1	15.6
03/10/2015	0	2.6	26.9	15.7
04/10/2015	0.8	0.9	22.8	16.1
05/10/2015	0	1.6	27.3	16.9
06/10/2015	10.1	1.6	29.3	17.2
07/10/2015	0	1.9	28.7	17.1
08/10/2015	0	1.7	27.6	17.1
09/10/2015	0	2.4	28.1	17.4
10/10/2015	0	2.4	27.4	17.8
11/10/2015	0	2.4	29.1	17.7
12/10/2015	0	2.4	29.4	17.4
13/10/2015	0	2.7	30.8	18.8
14/10/2015	0	3.1	28.1	18.8
15/10/2015	0	3.5	27.9	16.3
16/10/2015	0	3.3	26.9	16.1
17/10/2015	0	2.8	27.3	15.9
18/10/2015	0	2.5	25.3	15.6
19/10/2015	0	3.1	27.8	14.6
20/10/2015	0	3.9	29.3	14.6
21/10/2015	0	3.8	30.1	15.5
22/10/2015	11.1	1.2	26.1	18
23/10/2015	34.5	0.2	19.4	17.2
24/10/2015	0.8	1.4	20.3	16.7
25/10/2015	0	2.3	26.8	15.9
